Date,Cases,Deaths,Recovered,Travel_history,Province,City
4/16/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/16/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/16/2020,8,0,6,Unknown,Gilgit-Baltistan,Gilgit
4/16/2020,0,7,112,Unknown,Punjab,Lahore
4/16/2020,24,0,0,Local - Social Contact,Punjab,Lahore
4/16/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad
4/16/2020,1,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
4/16/2020,21,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/16/2020,86,0,0,Unknown,Punjab,Sargodha
4/16/2020,3,0,0,Local - Social Contact,Punjab,Sialkot
4/16/2020,3,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/16/2020,48,0,0,Unknown,Punjab,Bahawalpur
4/16/2020,4,0,0,Local - Social Contact,Punjab,Sheikhupura
4/16/2020,1,0,0,Local - Social Contact,Punjab,Bhakhar
4/16/2020,10,0,0,Tableeghi Jamaat,Punjab,Multan
4/16/2020,21,0,0,Local - Social Contact,Punjab,Khushab
4/16/2020,70,4,16,Local - Social Contact,Sindh,Karachi
4/16/2020,1,0,0,Local - Social Contact,Sindh,Hyderabad
4/16/2020,10,0,0,Local - Social Contact,Sindh,Dadu
4/16/2020,3,0,0,Local - Social Contact,Sindh,Shikarpur
4/16/2020,0,0,0,Unknown,Sindh,Khairpur
4/16/2020,52,0,0,Unknown,Sindh,Sukkur
4/16/2020,96,0,0,Unknown,Sindh,Ghotki
4/16/2020,4,0,0,Local - Social Contact,Sindh,Tando Alahyar
4/16/2020,1,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/16/2020,12,0,0,Local - Social Contact,Sindh,Sanghar
4/16/2020,5,0,0,Local - Social Contact,Sindh,Sujawal
4/16/2020,3,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/16/2020,2,0,0,Local - Social Contact,Sindh,Badin
4/16/2020,2,0,0,Local - Social Contact,Sindh,Jamshoro
4/16/2020,53,0,0,Unknown,Sindh,Shaheed Benazirabad
4/17/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/17/2020,123,2,3,Unknown,Sindh,Karachi
4/17/2020,0,0,2,Local - Social Contact,Sindh,Larkana
4/17/2020,1,0,0,Local - Social Contact,Sindh,Badin
4/17/2020,1,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/17/2020,2,0,0,Local - Social Contact,Sindh,Sujawal
4/17/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/17/2020,6,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/17/2020,28,0,0,Unknown,Sindh,Ghotki
4/17/2020,73,0,0,Unknown,Sindh,Khairpur
4/17/2020,1,0,0,Local - Social Contact,Sindh,Umerkot
4/17/2020,2,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/17/2020,5,0,9,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/17/2020,6,0,0,Unknown,Baluchistan,Quetta
4/17/2020,41,0,0,Local - Social Contact,Baluchistan,Quetta
4/17/2020,24,2,0,Local - Social Contact,Punjab,Lahore
4/17/2020,20,0,0,Local - Social Contact,Punjab,Rawalpindi
4/17/2020,10,0,0,Local - Social Contact,Punjab,Gujranwala
4/17/2020,9,0,0,Local - Social Contact,Punjab,Multan
4/17/2020,4,0,0,Local - Social Contact,Punjab,Gujrat
4/17/2020,8,0,0,Local - Social Contact,Punjab,Faisalabad
4/17/2020,20,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/17/2020,3,0,0,Local - Social Contact,Punjab,Sialkot
4/17/2020,4,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/17/2020,95,0,0,Tableeghi Jamaat,Punjab,Multan
4/17/2020,9,0,0,Local - Social Contact,Punjab,Muzaffargar
4/17/2020,2,0,0,Local - Social Contact,Punjab,Nankana
4/17/2020,1,0,0,Local - Social Contact,Punjab,Kasur
4/17/2020,4,0,0,Local - Social Contact,Punjab,Laiya
4/18/2020,9,1,2,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/18/2020,138,1,11,Unknown,Sindh,Karachi
4/18/2020,1,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot
4/18/2020,9,0,0,Local - Social Contact,Sindh,Kashmore
4/18/2020,6,0,0,Local - Social Contact,Sindh,Mirpurkhas
4/18/2020,4,0,0,Local - Social Contact,Sindh,Tharparkar
4/18/2020,0,0,0,Iran/Taftan,Sindh,Sukkur
4/18/2020,43,5,0,Unknown,Khyber Pakhtunkhwa,Peshawar
4/18/2020,41,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
4/18/2020,7,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/18/2020,8,0,0,Local - Social Contact,Baluchistan,Quetta
4/18/2020,2,0,25,India,Punjab,Lahore
4/18/2020,5,4,0,Local - Social Contact,Punjab,Lahore
4/18/2020,2,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
4/18/2020,7,0,0,Local - Social Contact,Punjab,Gujrat
4/18/2020,1,0,0,Local - Social Contact,Punjab,Rawalpindi
4/18/2020,1,0,0,Local - Social Contact,Punjab,Chakwal
4/18/2020,1,0,0,Local - Social Contact,Punjab,Attock
4/19/2020,8,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/19/2020,0,0,29,Tableeghi Jamaat,Punjab,Lahore
4/19/2020,182,8,0,Unknown,Sindh,Karachi
4/19/2020,3,0,0,Local - Social Contact,Sindh,Umerkot
4/19/2020,2,0,0,Local - Social Contact,Sindh,Shikarpur
4/19/2020,10,0,0,Local - Social Contact,Sindh,Jacobabad
4/19/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/19/2020,6,0,1,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/19/2020,60,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/19/2020,0,1,0,Local - Social Contact,Federal Administration Tribal Area,Mohmand
4/19/2020,0,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/19/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/19/2020,0,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/19/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/19/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/19/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/19/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/19/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/19/2020,0,0,8,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/19/2020,0,0,15,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/19/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/19/2020,56,0,0,Local - Social Contact,Baluchistan,Quetta
4/19/2020,3,0,0,Jail,Punjab,Lahore
4/19/2020,36,0,0,Local - Social Contact,Punjab,Lahore
4/19/2020,3,0,0,Local - Social Contact,Punjab,Multan
4/19/2020,0,0,4,Local - Social Contact,Punjab,Gujrat
4/19/2020,15,0,0,Local - Social Contact,Punjab,Gujranwala
4/19/2020,32,0,0,Local - Social Contact,Punjab,Rawalpindi
4/19/2020,1,0,0,Local - Social Contact,Punjab,Narowal
4/19/2020,2,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/19/2020,29,0,0,Local - Social Contact,Punjab,Sargodha
4/19/2020,13,0,0,Local - Social Contact,Punjab,Attock
4/19/2020,1,0,0,Local - Social Contact,Punjab,Sahewal
4/19/2020,23,0,0,Local - Social Contact,Punjab,Sialkot
4/19/2020,0,0,1,Local - Social Contact,Punjab,Hafizabad
4/19/2020,7,0,0,Local - Social Contact,Punjab,Nankana
4/19/2020,0,0,4,Local - Social Contact,Punjab,Bahawalpur
4/19/2020,76,0,0,Local - Social Contact,Punjab,Lodhran
4/19/2020,5,0,0,Local - Social Contact,Punjab,Khanewal
4/19/2020,5,0,0,Local - Social Contact,Punjab,Toba Tek Singh
4/19/2020,3,0,0,Local - Social Contact,Punjab,Sheikhupura
4/19/2020,1,0,0,Local - Social Contact,Punjab,Bhakhar
4/20/2020,33,1,0,Local - Social Contact,Baluchistan,Quetta
4/20/2020,150,5,10,Local - Social Contact,Sindh,Karachi
4/20/2020,57,0,0,Unknown,Sindh,Larkana
4/20/2020,6,0,0,Jail,Sindh,Karachi
4/20/2020,1,0,0,Local - Social Contact,Sindh,Dadu
4/20/2020,18,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/20/2020,334,1,0,Local - Social Contact,Punjab,Lahore
4/20/2020,98,5,11,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/20/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/20/2020,0,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurrum
4/20/2020,0,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/20/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
4/20/2020,0,0,15,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/20/2020,0,0,17,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/20/2020,0,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/20/2020,10,1,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/21/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/21/2020,69,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Karak
4/21/2020,0,0,7,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/21/2020,0,0,8,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/21/2020,26,5,2,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/21/2020,2,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
4/21/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/21/2020,1,0,9,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/21/2020,1,0,4,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/21/2020,8,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/21/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/21/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/21/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/21/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/21/2020,11,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/21/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/21/2020,5,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/21/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/21/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
4/21/2020,0,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/21/2020,286,5,30,Local - Social Contact,Sindh,Karachi
4/21/2020,217,9,39,Unknown,Punjab,Lahore
4/21/2020,4,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/21/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/21/2020,2,0,3,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/21/2020,31,0,0,Local - Social Contact,Baluchistan,Quetta
4/22/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/22/2020,262,7,0,Unknown,Punjab,Lahore
4/22/2020,2,0,5,Local - Social Contact,Sindh,Larkana
4/22/2020,78,0,0,Tableeghi Jamaat,Sindh,Khairpur
4/22/2020,12,0,10,Local - Social Contact,Sindh,Tando M. Khan
4/22/2020,10,0,0,Local - Social Contact,Sindh,Jamshoro
4/22/2020,6,0,0,Local - Social Contact,Sindh,Badin
4/22/2020,2,0,0,Local - Social Contact,Sindh,Sanghar
4/22/2020,4,0,0,Local - Social Contact,Sindh,Thatta
4/22/2020,38,0,18,Local - Social Contact,Sindh,Hyderabad
4/22/2020,155,2,32,Local - Social Contact,Sindh,Karachi
4/22/2020,15,1,0,Local - Social Contact,Sindh,Sukkur
4/22/2020,56,0,0,Local - Social Contact,Baluchistan,Quetta
4/22/2020,7,0,3,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/22/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/22/2020,2,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
4/22/2020,2,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar
4/22/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/22/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/22/2020,29,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/22/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/22/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/22/2020,17,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/22/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/22/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
4/22/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
4/22/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurrum
4/22/2020,39,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/22/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/22/2020,1,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/22/2020,1,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/22/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/22/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/23/2020,242,3,0,Local - Social Contact,Sindh,Karachi
4/23/2020,1,0,0,Local - Social Contact,Sindh,Khairpur
4/23/2020,14,1,0,Local - Social Contact,Sindh,Shaheed Benazirabad
4/23/2020,1,0,0,Local - Social Contact,Sindh,Sujawal
4/23/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/23/2020,1,0,0,Local - Social Contact,Sindh,Ghotki
4/23/2020,25,0,8,Local - Social Contact,Sindh,Sukkur
4/23/2020,11,0,1,Local - Social Contact,Sindh,Larkana
4/23/2020,1,0,1,Local - Social Contact,Sindh,Dadu
4/23/2020,1,0,1,Local - Social Contact,Sindh,Jacobabad
4/23/2020,0,0,17,Local - Social Contact,Sindh,Hyderabad
4/23/2020,0,0,5,Local - Social Contact,Sindh,Tando M. Khan
4/23/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/23/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/23/2020,4,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/23/2020,55,0,0,Unknown,Baluchistan,Quetta
4/23/2020,14,1,3,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/23/2020,7,1,5,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/23/2020,0,0,6,Local - Social Contact,Khyber Pakhtunkhwa,Khyber
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand
4/23/2020,1,0,10,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/23/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/23/2020,3,0,10,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/23/2020,4,0,11,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/23/2020,3,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/23/2020,0,0,25,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/23/2020,4,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/23/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
4/23/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
4/23/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar
4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan upper
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pallas
4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
4/23/2020,2,0,15,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/23/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/23/2020,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Karak
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurrum
4/23/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
4/23/2020,0,0,11,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan
4/23/2020,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank
4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan
4/23/2020,23,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
4/23/2020,8,0,0,International Passenger,Khyber Pakhtunkhwa,Peshawar
4/23/2020,177,2,115,Unknown,Punjab,Lahore
4/24/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/24/2020,7,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/24/2020,243,2,24,Local - Social Contact,Sindh,Karachi
4/24/2020,8,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
4/24/2020,1,0,0,Local - Social Contact,Sindh,Badin
4/24/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/24/2020,1,0,0,Local - Social Contact,Sindh,Tando Alahyar
4/24/2020,14,0,0,Local - Social Contact,Sindh,Sukkur
4/24/2020,1,0,0,Local - Social Contact,Sindh,Khairpur
4/24/2020,3,0,0,Local - Social Contact,Sindh,Larkana
4/24/2020,1,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot
4/24/2020,0,0,18,Unknown,Sindh,Hyderabad
4/24/2020,49,2,0,Local - Social Contact,Baluchistan,Quetta
4/24/2020,0,0,56,International Passenger,Khyber Pakhtunkhwa,Peshawar
4/24/2020,66,4,7,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/24/2020,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/24/2020,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/24/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/24/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/24/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/24/2020,6,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/24/2020,4,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/24/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/24/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/24/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
4/24/2020,6,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/24/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/24/2020,84,3,20,Unknown,Punjab,Lahore
4/25/2020,217,3,20,Local - Social Contact,Sindh,Karachi
4/25/2020,13,0,0,Local - Social Contact,Sindh,Hyderabad
4/25/2020,1,0,0,Local - Social Contact,Sindh,Badin
4/25/2020,2,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
4/25/2020,6,0,0,Local - Social Contact,Sindh,Sanghar
4/25/2020,1,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/25/2020,1,0,0,Local - Social Contact,Sindh,Tando Alahyar
4/25/2020,2,0,0,Local - Social Contact,Sindh,Ghotki
4/25/2020,12,0,0,Local - Social Contact,Sindh,Sukkur
4/25/2020,17,0,0,Local - Social Contact,Sindh,Larkana
4/25/2020,2,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot
4/25/2020,2,0,0,Local - Social Contact,Sindh,Mirpurkhas
4/25/2020,11,0,0,Local - Social Contact,Sindh,Shikarpur
4/25/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/25/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/25/2020,65,2,0,Unknown,Baluchistan,Quetta
4/25/2020,41,4,7,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/25/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/25/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/25/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/25/2020,15,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/25/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/25/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
4/25/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
4/25/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/25/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
4/25/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/25/2020,2,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
4/25/2020,475,5,0,Unknown,Punjab,Lahore
4/26/2020,12,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/26/2020,340,3,48,Local - Social Contact,Sindh,Karachi
4/26/2020,7,0,0,Local - Social Contact,Sindh,Hyderabad
4/26/2020,1,0,8,Local - Social Contact,Sindh,Jamshoro
4/26/2020,2,0,0,Local - Social Contact,Sindh,Badin
4/26/2020,4,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/26/2020,2,0,0,Local - Social Contact,Sindh,Thatta
4/26/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/26/2020,2,0,6,Local - Social Contact,Sindh,Tando Alahyar
4/26/2020,17,0,0,Local - Social Contact,Sindh,Sukkur
4/26/2020,2,0,0,Local - Social Contact,Sindh,Khairpur
4/26/2020,1,0,0,Local - Social Contact,Sindh,Larkana
4/26/2020,1,0,0,Local - Social Contact,Sindh,Dadu
4/26/2020,2,0,0,Local - Social Contact,Sindh,Matiari
4/26/2020,1,0,0,Local - Social Contact,Sindh,Mirpurkhas
4/26/2020,120,3,0,Unknown,Punjab,Lahore
4/26/2020,71,5,0,Unknown,Khyber Pakhtunkhwa,Peshawar
4/26/2020,60,1,0,Unknown,Baluchistan,Quetta
4/26/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/26/2020,4,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/27/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/27/2020,275,4,17,Local - Social Contact,Sindh,Karachi
4/27/2020,12,0,0,Local - Social Contact,Sindh,Hyderabad
4/27/2020,0,0,3,Local - Social Contact,Sindh,Jamshoro
4/27/2020,0,0,1,Local - Social Contact,Sindh,Badin
4/27/2020,0,0,6,Local - Social Contact,Sindh,Shaheed Benazirabad
4/27/2020,0,0,1,Local - Social Contact,Sindh,Naushero Feroz
4/27/2020,0,0,1,Local - Social Contact,Sindh,Sujawal
4/27/2020,1,0,3,Local - Social Contact,Sindh,Thatta
4/27/2020,0,0,2,Local - Social Contact,Sindh,Sanghar
4/27/2020,0,0,2,Local - Social Contact,Sindh,Tando M. Khan
4/27/2020,8,0,2,Local - Social Contact,Sindh,Ghotki
4/27/2020,4,0,0,Local - Social Contact,Sindh,Sukkur
4/27/2020,23,0,2,Local - Social Contact,Sindh,Khairpur
4/27/2020,12,0,2,Local - Social Contact,Sindh,Larkana
4/27/2020,3,0,10,Local - Social Contact,Sindh,Dadu
4/27/2020,0,0,1,Local - Social Contact,Sindh,Umerkot
4/27/2020,2,0,0,Local - Social Contact,Sindh,Matiari
4/27/2020,1,0,0,Local - Social Contact,Sindh,Jacobabad
4/27/2020,72,3,9,Unknown,Baluchistan,Quetta
4/27/2020,3,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/27/2020,51,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/27/2020,6,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/27/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
4/27/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/27/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/27/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/27/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/27/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
4/27/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
4/27/2020,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/27/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
4/27/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram
